X	Targets	Model_pred
4964	Glyma.17G065100	1
4965	Glyma.17G065200	1
4967	Glyma.17G066900	1
4968	Glyma.17G067200	1
4970	Glyma.17G069000	1
4972	Glyma.17G072000	1
4975	Glyma.17G076600	1
4977	Glyma.17G078400	1
4978	Glyma.17G080400	1
4979	Glyma.17G081800	1
4980	Glyma.17G083400	1
4988	Glyma.17G088900	1
4990	Glyma.17G089600	1
4991	Glyma.17G095000	1
4992	Glyma.17G095200	1
4993	Glyma.17G096100	1
4995	Glyma.17G096400	1
4996	Glyma.17G097600	1
4998	Glyma.17G098200	1
5000	Glyma.17G100700	1
5002	Glyma.17G103400	1
5003	Glyma.17G105800	1
5007	Glyma.17G108200	1
5008	Glyma.17G108300	1
5009	Glyma.17G109300	1
5011	Glyma.17G112700	1
5012	Glyma.17G112900	1
5013	Glyma.17G113100	1
5014	Glyma.17G113900	1
5019	Glyma.17G118300	1
5020	Glyma.17G120300	1
5022	Glyma.17G121600	1
5024	Glyma.17G122200	1
5027	Glyma.17G125700	1
5029	Glyma.17G128200	1
5030	Glyma.17G128400	1
5032	Glyma.17G130100	1
5033	Glyma.17G132100	1
5034	Glyma.17G132800	1
5040	Glyma.17G139800	1
5042	Glyma.17G140200	1
5044	Glyma.17G140400	1
5045	Glyma.17G141400	1
5046	Glyma.17G143400	1
5050	Glyma.17G145900	1
5053	Glyma.17G147900	1
5055	Glyma.17G149800	1
5057	Glyma.17G151700	1
5058	Glyma.17G152400	1
5059	Glyma.17G152600	1
5060	Glyma.17G153800	1
5062	Glyma.17G154900	1
5065	Glyma.17G156300	1
5066	Glyma.17G158600	1
5067	Glyma.17G159600	1
5069	Glyma.17G161500	1
5070	Glyma.17G163200	1
5074	Glyma.17G166000	1
5076	Glyma.17G167100	1
5077	Glyma.17G167200	1
5078	Glyma.17G168400	1
5079	Glyma.17G168900	1
5080	Glyma.17G173100	1
5082	Glyma.17G175600	1
5083	Glyma.17G175700	1
5084	Glyma.17G175800	1
5085	Glyma.17G178500	1
5087	Glyma.17G180600	1
5089	Glyma.17G185000	1
5092	Glyma.17G187500	1
5093	Glyma.17G188300	1
5094	Glyma.17G189300	1
5096	Glyma.17G197500	1
5097	Glyma.17G202300	1
5098	Glyma.17G202700	1
5099	Glyma.17G205000	1
5102	Glyma.17G212100	1
5104	Glyma.17G213600	1
5105	Glyma.17G217000	1
5106	Glyma.17G218200	1
5108	Glyma.17G219600	1
5109	Glyma.17G223600	1
5110	Glyma.17G224300	1
5112	Glyma.17G226100	1
5113	Glyma.17G228800	1
5115	Glyma.17G230700	1
5120	Glyma.17G235100	1
5121	Glyma.17G235900	1
5123	Glyma.17G236900	1
5124	Glyma.17G237000	1
5125	Glyma.17G237600	1
5126	Glyma.17G237800	1
5128	Glyma.17G240000	1
5129	Glyma.17G240300	1
5130	Glyma.17G240800	1
5136	Glyma.17G245600	1
5141	Glyma.17G247900	1
5142	Glyma.17G250100	1
5144	Glyma.17G251100	1
5147	Glyma.17G254100	1
5148	Glyma.17G255100	1
5150	Glyma.17G256500	1
5152	Glyma.17G257500	1
5156	Glyma.17G258500	1
5157	Glyma.17G259000	1
5158	Glyma.17G259100	1
5159	Glyma.18G000300	1
5161	Glyma.18G002200	1
5162	Glyma.18G003100	1
5163	Glyma.18G004100	1
5164	Glyma.18G004200	1
5165	Glyma.18G006700	1
5166	Glyma.18G006900	1
5168	Glyma.18G009200	1
5169	Glyma.18G009500	1
5171	Glyma.18G009800	1
5173	Glyma.18G010400	1
5178	Glyma.18G014000	1
5180	Glyma.18G015500	1
5182	Glyma.18G017700	1
5184	Glyma.18G018800	1
5186	Glyma.18G022700	1
5187	Glyma.18G023100	1
5189	Glyma.18G024600	1
5193	Glyma.18G026600	1
5194	Glyma.18G026700	1
5196	Glyma.18G028400	1
5198	Glyma.18G030400	1
5200	Glyma.18G034400	1
5202	Glyma.18G034900	1
5203	Glyma.18G035100	1
5207	Glyma.18G038700	1
5209	Glyma.18G040400	1
5210	Glyma.18G040500	1
5211	Glyma.18G040800	1
5213	Glyma.18G041100	1
5216	Glyma.18G044900	1
5219	Glyma.18G047800	1
5220	Glyma.18G047900	1
5221	Glyma.18G048200	1
5222	Glyma.18G048500	1
5223	Glyma.18G049000	1
5225	Glyma.18G050600	1
5226	Glyma.18G050700	1
5227	Glyma.18G050800	1
5228	Glyma.18G054100	1
5231	Glyma.18G059200	1
5234	Glyma.18G062100	1
5238	Glyma.18G065900	1
5239	Glyma.18G066000	1
5240	Glyma.18G067600	1
5246	Glyma.18G073400	1
5247	Glyma.18G076500	1
5248	Glyma.18G076600	1
5249	Glyma.18G078100	1
5250	Glyma.18G078800	1
5252	Glyma.18G080400	1
5254	Glyma.18G081100	1
5255	Glyma.18G090700	1
5256	Glyma.18G091900	1
5257	Glyma.18G092200	1
5259	Glyma.18G094500	1
5262	Glyma.18G101400	1
5263	Glyma.18G102100	1
5264	Glyma.18G102400	1
5265	Glyma.18G102700	1
5267	Glyma.18G107200	1
5268	Glyma.18G109600	1
5269	Glyma.18G110200	1
5271	Glyma.18G111200	1
5272	Glyma.18G113100	1
5276	Glyma.18G115700	1
5277	Glyma.18G116400	1
5278	Glyma.18G116500	1
5279	Glyma.18G116700	1
5280	Glyma.18G116800	1
5281	Glyma.18G116900	1
5283	Glyma.18G123500	1
5284	Glyma.18G125600	1
5286	Glyma.18G127900	1
5288	Glyma.18G131200	1
5289	Glyma.18G132000	1
5290	Glyma.18G134200	1
5292	Glyma.18G136200	1
5293	Glyma.18G138300	1
5296	Glyma.18G141900	1
5299	Glyma.18G144100	1
5300	Glyma.18G146900	1
5303	Glyma.18G148700	1
5306	Glyma.18G152600	1
5308	Glyma.18G153800	1
5310	Glyma.18G155200	1
5312	Glyma.18G158400	1
5314	Glyma.18G158800	1
5315	Glyma.18G159500	1
5318	Glyma.18G170700	1
5319	Glyma.18G171900	1
5320	Glyma.18G172100	1
5325	Glyma.18G179600	1
5326	Glyma.18G182000	1
5327	Glyma.18G183451	1
5329	Glyma.18G187800	1
5330	Glyma.18G189700	1
5334	Glyma.18G192800	1
5335	Glyma.18G193400	1
5338	Glyma.18G197600	1
5339	Glyma.18G199700	1
5340	Glyma.18G204200	1
5343	Glyma.18G206000	1
5344	Glyma.18G207200	1
5345	Glyma.18G207400	1
5347	Glyma.18G208800	1
5348	Glyma.18G210100	1
5350	Glyma.18G211100	1
5351	Glyma.18G211800	1
5352	Glyma.18G212500	1
5355	Glyma.18G214000	1
5356	Glyma.18G217000	1
5357	Glyma.18G217100	1
5359	Glyma.18G219900	1
5360	Glyma.18G220500	1
5361	Glyma.18G220600	1
5362	Glyma.18G222200	1
5363	Glyma.18G223900	1
5366	Glyma.18G225700	1
5367	Glyma.18G227000	1
5368	Glyma.18G228100	1
5369	Glyma.18G228600	1
5371	Glyma.18G230100	1
5372	Glyma.18G230500	1
5374	Glyma.18G234300	1
5375	Glyma.18G234600	1
5376	Glyma.18G236000	1
5377	Glyma.18G236300	1
5378	Glyma.18G236700	1
5380	Glyma.18G237400	1
5381	Glyma.18G238700	1
5382	Glyma.18G238800	1
5383	Glyma.18G239000	1
5384	Glyma.18G239900	1
5385	Glyma.18G241700	1
5386	Glyma.18G241800	1
5387	Glyma.18G242300	1
5389	Glyma.18G243200	1
5390	Glyma.18G244100	1
5392	Glyma.18G245400	1
5393	Glyma.18G246400	1
5394	Glyma.18G247500	1
5396	Glyma.18G249100	1
5397	Glyma.18G250100	1
5398	Glyma.18G250700	1
5401	Glyma.18G254200	1
5402	Glyma.18G255200	1
5403	Glyma.18G255300	1
5404	Glyma.18G255700	1
5406	Glyma.18G256600	1
5407	Glyma.18G256900	1
5409	Glyma.18G258500	1
5410	Glyma.18G258600	1
5411	Glyma.18G259300	1
5412	Glyma.18G259400	1
5413	Glyma.18G260200	1
5415	Glyma.18G260700	1
5417	Glyma.18G265100	1
5420	Glyma.18G267100	1
5422	Glyma.18G268100	1
5424	Glyma.18G268300	1
5425	Glyma.18G269200	1
5426	Glyma.18G270300	1
5428	Glyma.18G271400	1
5430	Glyma.18G271900	1
5431	Glyma.18G272000	1
5434	Glyma.18G276800	1
5435	Glyma.18G277300	1
5436	Glyma.18G281400	1
5437	Glyma.18G281700	1
5438	Glyma.18G282100	1
5439	Glyma.18G282200	1
5440	Glyma.18G282800	1
5443	Glyma.18G284000	1
5447	Glyma.18G286500	1
5452	Glyma.18G287800	1
5453	Glyma.18G288400	1
5454	Glyma.18G289100	1
5455	Glyma.18G290300	1
5456	Glyma.18G292600	1
5458	Glyma.18G294300	1
5459	Glyma.18G294400	1
5465	Glyma.18G299100	1
5469	Glyma.18G301900	1
5470	Glyma.19G000400	1
5471	Glyma.19G000900	1
5472	Glyma.19G001600	1
5473	Glyma.19G002400	1
5474	Glyma.19G003000	1
5475	Glyma.19G003700	1
5477	Glyma.19G005000	1
5479	Glyma.19G006100	1
5481	Glyma.19G007700	1
5482	Glyma.19G007800	1
5486	Glyma.19G009700	1
5487	Glyma.19G010100	1
5488	Glyma.19G011300	1
5489	Glyma.19G011400	1
5491	Glyma.19G013200	1
5492	Glyma.19G013800	1
5493	Glyma.19G015500	1
5494	Glyma.19G016100	1
5495	Glyma.19G017200	1
5497	Glyma.19G020500	1
5500	Glyma.19G022800	1
5501	Glyma.19G023000	1
5502	Glyma.19G023200	1
5503	Glyma.19G025200	1
5505	Glyma.19G026600	1
5506	Glyma.19G027100	1
5508	Glyma.19G028000	1
5509	Glyma.19G028100	1
5510	Glyma.19G028400	1
5511	Glyma.19G030500	1
5512	Glyma.19G032000	1
5514	Glyma.19G032900	1
5516	Glyma.19G035800	1
5517	Glyma.19G036100	1
5518	Glyma.19G037700	1
5519	Glyma.19G038400	1
5522	Glyma.19G041300	1
5523	Glyma.19G041800	1
5524	Glyma.19G045600	1
5525	Glyma.19G045800	1
5532	Glyma.19G053300	1
5534	Glyma.19G055900	1
5535	Glyma.19G057200	1
5537	Glyma.19G060200	1
5541	Glyma.19G069400	1
5542	Glyma.19G071300	1
5543	Glyma.19G072800	1
5544	Glyma.19G076300	1
5545	Glyma.19G077800	1
5546	Glyma.19G079000	1
5547	Glyma.19G081200	1
5551	Glyma.19G088000	1
5555	Glyma.19G094100	1
5556	Glyma.19G096200	1
5557	Glyma.19G097300	1
5558	Glyma.19G098500	1
5559	Glyma.19G099400	1
5560	Glyma.19G102700	1
5562	Glyma.19G105100	1
5565	Glyma.19G108300	1
5566	Glyma.19G108400	1
5567	Glyma.19G109000	1
5568	Glyma.19G110300	1
5570	Glyma.19G113400	1
5572	Glyma.19G114500	1
5573	Glyma.19G114700	1
5577	Glyma.19G118000	1
5579	Glyma.19G121200	1
5580	Glyma.19G121600	1
5585	Glyma.19G127800	1
5586	Glyma.19G128100	1
5589	Glyma.19G130800	1
5590	Glyma.19G131800	1
5592	Glyma.19G133702	1
5595	Glyma.19G139300	1
5597	Glyma.19G141700	1
5599	Glyma.19G144700	1
5600	Glyma.19G145200	1
5602	Glyma.19G146000	1
5603	Glyma.19G147900	1
5604	Glyma.19G150900	1
5609	Glyma.19G153700	1
5614	Glyma.19G159900	1
5616	Glyma.19G161100	1
5618	Glyma.19G161600	1
5620	Glyma.19G164300	1
5621	Glyma.19G164600	1
5622	Glyma.19G165300	1
5624	Glyma.19G166400	1
5625	Glyma.19G166800	1
5627	Glyma.19G168300	1
5628	Glyma.19G169400	1
5630	Glyma.19G173200	1
5631	Glyma.19G173600	1
5632	Glyma.19G174000	1
5637	Glyma.19G177200	1
5638	Glyma.19G177500	1
5639	Glyma.19G177600	1
5640	Glyma.19G177700	1
5645	Glyma.19G182300	1
5646	Glyma.19G183400	1
5647	Glyma.19G186300	1
5648	Glyma.19G186600	1
5649	Glyma.19G187100	1
5650	Glyma.19G187400	1
5651	Glyma.19G187600	1
5652	Glyma.19G188100	1
5653	Glyma.19G190000	1
5655	Glyma.19G192000	1
5656	Glyma.19G192800	1
5658	Glyma.19G193300	1
5659	Glyma.19G193500	1
5660	Glyma.19G194000	1
5661	Glyma.19G194900	1
5663	Glyma.19G196551	1
5664	Glyma.19G196600	1
5671	Glyma.19G199400	1
5672	Glyma.19G201000	1
5675	Glyma.19G204600	1
5679	Glyma.19G211000	1
5680	Glyma.19G212300	1
5681	Glyma.19G212500	1
5686	Glyma.19G216300	1
5687	Glyma.19G217800	1
5690	Glyma.19G220300	1
5691	Glyma.19G220900	1
5695	Glyma.19G224500	1
5697	Glyma.19G226700	1
5698	Glyma.19G226800	1
5699	Glyma.19G227700	1
5700	Glyma.19G228300	1
5701	Glyma.19G228700	1
5702	Glyma.19G229100	1
5703	Glyma.19G230500	1
5705	Glyma.19G231800	1
5708	Glyma.19G232400	1
5709	Glyma.19G232500	1
5710	Glyma.19G233300	1
5711	Glyma.19G233900	1
5712	Glyma.19G234600	1
5714	Glyma.19G235200	1
5715	Glyma.19G236800	1
5716	Glyma.19G237700	1
5717	Glyma.19G241200	1
5718	Glyma.19G242300	1
5719	Glyma.19G244100	1
5720	Glyma.19G244700	1
5722	Glyma.19G247200	1
5723	Glyma.19G249900	1
5725	Glyma.19G251000	1
5726	Glyma.19G252500	1
5729	Glyma.19G255300	1
5730	Glyma.19G255500	1
5731	Glyma.19G257600	1
5734	Glyma.19G258000	1
5736	Glyma.19G260400	1
5737	Glyma.19G260600	1
5739	Glyma.19G263300	1
5741	Glyma.20G004900	1
5743	Glyma.20G007900	1
5744	Glyma.20G008600	1
5745	Glyma.20G012600	1
5748	Glyma.20G013600	1
5751	Glyma.20G018300	1
5753	Glyma.20G022200	1
5755	Glyma.20G025800	1
5756	Glyma.20G027200	1
5757	Glyma.20G030600	1
5758	Glyma.20G030700	1
5759	Glyma.20G032400	1
5761	Glyma.20G032800	1
5763	Glyma.20G037100	1
5764	Glyma.20G040600	1
5766	Glyma.20G042900	1
5767	Glyma.20G044800	1
5769	Glyma.20G046800	1
5770	Glyma.20G048800	1
5772	Glyma.20G050500	1
5776	Glyma.20G054500	1
5777	Glyma.20G055800	1
5778	Glyma.20G057500	1
5779	Glyma.20G058000	1
5780	Glyma.20G058100	1
5782	Glyma.20G060300	1
5784	Glyma.20G062000	1
5785	Glyma.20G062400	1
5787	Glyma.20G063100	1
5788	Glyma.20G064500	1
5791	Glyma.20G067400	1
5792	Glyma.20G068000	1
5796	Glyma.20G076300	1
5797	Glyma.20G076600	1
5799	Glyma.20G079300	1
5800	Glyma.20G079400	1
5804	Glyma.20G085900	1
5805	Glyma.20G087000	1
5807	Glyma.20G091100	1
5808	Glyma.20G091200	1
5811	Glyma.20G097700	1
5812	Glyma.20G098500	1
5813	Glyma.20G099100	1
5815	Glyma.20G101700	1
5816	Glyma.20G103100	1
5818	Glyma.20G105500	1
5819	Glyma.20G105900	1
5820	Glyma.20G107600	1
5822	Glyma.20G108600	1
5823	Glyma.20G110000	1
5825	Glyma.20G110800	1
5826	Glyma.20G111600	1
5827	Glyma.20G112900	1
5828	Glyma.20G114200	1
5829	Glyma.20G115300	1
5830	Glyma.20G116400	1
5831	Glyma.20G118100	1
5834	Glyma.20G120300	1
5836	Glyma.20G121300	1
5837	Glyma.20G122500	1
5838	Glyma.20G124000	1
5840	Glyma.20G126800	1
5841	Glyma.20G129200	1
5843	Glyma.20G129900	1
5844	Glyma.20G130000	1
5846	Glyma.20G132400	1
5847	Glyma.20G133200	1
5848	Glyma.20G134000	1
5849	Glyma.20G135200	1
5853	Glyma.20G138100	1
5854	Glyma.20G139300	1
5855	Glyma.20G139400	1
5856	Glyma.20G139500	1
5858	Glyma.20G139700	1
5860	Glyma.20G140000	1
5861	Glyma.20G140100	1
5863	Glyma.20G142000	1
5864	Glyma.20G144700	1
5867	Glyma.20G149100	1
5869	Glyma.20G150100	1
5874	Glyma.20G154900	1
5875	Glyma.20G157300	1
5876	Glyma.20G158300	1
5877	Glyma.20G161200	1
5880	Glyma.20G163900	1
5881	Glyma.20G164600	1
5882	Glyma.20G164900	1
5885	Glyma.20G166800	1
5886	Glyma.20G167500	1
5887	Glyma.20G169000	1
5889	Glyma.20G170000	1
5890	Glyma.20G170500	1
5891	Glyma.20G171800	1
5892	Glyma.20G171900	1
5894	Glyma.20G175300	1
5895	Glyma.20G176500	1
5897	Glyma.20G177200	1
5899	Glyma.20G179100	1
5900	Glyma.20G179400	1
5902	Glyma.20G179700	1
5903	Glyma.20G180551	1
5904	Glyma.20G181500	1
5906	Glyma.20G184900	1
5907	Glyma.20G185300	1
5910	Glyma.20G186800	1
5911	Glyma.20G187200	1
5912	Glyma.20G188000	1
5913	Glyma.20G188800	1
5915	Glyma.20G189900	1
5916	Glyma.20G190300	1
5920	Glyma.20G195800	1
5921	Glyma.20G195900	1
5923	Glyma.20G197100	1
5924	Glyma.20G199600	1
5929	Glyma.20G202200	1
5930	Glyma.20G202800	1
5931	Glyma.20G202900	1
5933	Glyma.20G204000	1
5934	Glyma.20G204400	1
5938	Glyma.20G205700	1
5939	Glyma.20G205800	1
5940	Glyma.20G208500	1
5941	Glyma.20G209700	1
5942	Glyma.20G210100	1
5946	Glyma.20G211700	1
5947	Glyma.20G212200	1
5950	Glyma.20G212900	1
5951	Glyma.20G213200	1
5953	Glyma.20G214100	1
5954	Glyma.20G214700	1
5956	Glyma.20G218200	1
5960	Glyma.20G222900	1
5963	Glyma.20G227300	1
5964	Glyma.20G228000	1
5969	Glyma.20G230800	1
5971	Glyma.20G231600	1
5972	Glyma.20G232900	1
5977	Glyma.20G238800	1
5978	Glyma.20G240300	1
5979	Glyma.20G240600	1
5983	Glyma.20G243000	1
5984	Glyma.20G243400	1
5986	Glyma.20G244100	1
5987	Glyma.20G244500	1
5988	Glyma.20G245100	1
5989	Glyma.20G245300	1
5991	Glyma.20G248100	1
5994	Glyma.20G250200	1
5995	Glyma.U003033::	1
